id,text,label
1908,"Your service is terrible,.  Delete my account,",terminate_account
1909,I want my account deleted!,terminate_account
1911,How do I delete my account?,terminate_account
1912,This company sucks! Can you delete my account?,terminate_account
1914,Can you help me get rid of my account?,terminate_account
1916,"Please delete my account, this company is not working for me!",terminate_account
1917,I want to delete my account. I'm unhappy with the service you're providing.,terminate_account
1918,Can you tell me how to close my account?,terminate_account
1919,This company sucks! Can you terminate my account?,terminate_account
2641,"Heyy I tried to top up with my card today but it failed! I just got the couple days before but it has worked last time. What's going on, can you double check please?",top_up_failed
2643,"So, I tried topping up my card for the today. Unfortunately, it failed. A couple of days back I used it and it works fine. Can you double check and tell me what's going on?",top_up_failed
2644,Why did the app deny my top up?,top_up_failed
2645,please tell me why my top-up failed.,top_up_failed
2646,My top-up isn't working.,top_up_failed
2648,What reason did my top-up fail for?,top_up_failed
2649,Why didn`t my topup go through?,top_up_failed
2650,How can I check to see if my top-up worked?,top_up_failed
2651,My top up didn't work.,top_up_failed
2652,My top up failed.,top_up_failed
2653,Why would my topup not go through?,top_up_failed
2654,Why caused my top up to not work?,top_up_failed
2656,Why was my top-up unsuccessful?,top_up_failed
2657,My funding to my card didn't go through.,top_up_failed
2658,I need to know why my credit card was declined for top up? What is the deal here and why did it not go through?,top_up_failed
2660,The app denied my top-up,top_up_failed
2664,can you check why I wasn't able to top up?,top_up_failed
2666,"My top-up failed, WHY?",top_up_failed
2667,I tried to top up. Why was it denied?,top_up_failed
2668,What's the deal? My card was just denied for top up. Why is it not going through?,top_up_failed
2672,Why can't I top up?,top_up_failed
2674,Problems with top up,top_up_failed
2676,How do I know if my top up was unsuccessful?,top_up_failed
2677,I'm pretty sure my top up failed. How do I fix this?,top_up_failed
2679,Can you tell me why my top up didn't work?,top_up_failed
